CountryTerritoryArea,BCIs per million population,Absolute BCIs,BCIs with AST per million population,Absolute BCIs with AST,% BCIs with AST,Year,Infectious Syndrome,Bacterial Pathogen,Antibiotic Group,code,region,income,che_gdp,gghed_gdp,gghed_gge
Denmark,354.8,2078,353.8,2072,99.7,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,DNK,EUR,High,10.82,9.22,18.15
Egypt,0.0,1,0.0,1,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,EGY,EMR,Lower-middle,4.60955143,1.7367969799999998,6.799449439999999
Estonia,176.5,235,153.2,204,86.8,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,EST,EUR,High,7.490572929999999,5.7050290100000005,13.756586069999997
Ethiopia,2.6,318,2.0,240,75.5,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,ETH,AFR,Low,3.20824432,0.97918016,7.096745009999998
Finland,194.7,1079,194.7,1079,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,FIN,EUR,High,10.25,8.41,15.07
France,68.2,4656,68.2,4655,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,FRA,EUR,High,12.30787277,9.30704117,15.762247089999999
Georgia,50.9,193,50.9,193,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,GEO,EUR,Upper-middle,8.42,4.49,14.23
Germany,77.9,6523,77.9,6523,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,DEU,EUR,High,12.934129709999999,10.22433567,19.948818210000002
Ghana,4.9,160,1.2,40,25.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,GHA,AFR,Lower-middle,4.151768679999999,2.2442500599999997,8.201509479999999
Greece,132.1,1398,120.5,1275,91.2,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,GRC,EUR,High,9.17298794,5.431468959999999,9.413043980000001
India,5.6,7927,5.1,7183,90.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,IND,SEAR,Lower-middle,3.28,1.12,3.69
Indonesia,3.0,837,2.5,679,81.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,IDN,SEAR,Lower-middle,3.706362489999999,2.2020194500000003,12.11291027
Iran (Islamic Republic of),4.6,410,4.4,385,93.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRN,EMR,Lower-middle,5.77013779,3.18725681,26.105491640000004
Iraq,2.9,125,2.6,114,91.2,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRQ,EMR,Upper-middle,5.247275830000001,2.5890970200000005,6.98586559
Ireland,99.4,500,98.8,497,99.4,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRL,EUR,High,6.716626640000001,5.19847488,20.96095657
Italy,150.0,8958,142.2,8492,94.8,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,ITA,EUR,High,9.38,7.08,12.36
Japan,230.6,28976,230.5,28967,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,JPN,WPR,High,10.82,9.17,21.45
Jordan,29.7,329,6.2,69,21.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,JOR,EMR,Upper-middle,7.28875065,2.5933196499999998,7.90704393
Kenya,1.7,90,1.7,88,97.8,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,KEN,AFR,Lower-middle,4.54763126,2.21621132,9.28804493
Kosovo,51.7,90,51.7,90,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,,,,,,
Kuwait,46.3,202,43.3,189,93.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,KWT,EMR,High,5.78120756,5.18634224,9.917476650000001
Lao People's Democratic Republic,10.5,78,10.5,78,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LAO,WPR,Lower-middle,2.7439200899999996,0.7192458499999999,4.4057536100000005
Latvia,203.1,383,157.5,297,77.5,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LVA,EUR,High,9.04,6.27,14.19
Lebanon,14.9,85,13.5,77,90.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LBN,EMR,Lower-middle,10.06154442,2.90336895,16.701183320000002
Liberia,4.8,25,4.0,21,84.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LBR,AFR,Low,16.6163311,1.08574104,3.65630078
Lithuania,182.5,510,181.1,506,99.2,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LTU,EUR,High,7.82,5.26,14.01
Luxembourg,157.7,101,157.7,101,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LUX,EUR,High,5.67,4.93,11.48
Malawi,0.5,11,0.5,10,90.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MWI,AFR,Low,7.411944869999999,1.36272597,5.756381029999998
Malaysia,180.5,6187,159.7,5475,88.5,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MYS,WPR,Upper-middle,4.38380671,2.46428084,10.10703659
Mali,1.3,30,1.3,30,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MLI,AFR,Low,4.473414419999999,1.3121112599999998,4.96152639
Malta,257.4,135,257.4,135,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MLT,EUR,High,10.58,7.13,16.23
Mauritius,297.0,380,297.0,380,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MUS,AFR,Upper-middle,6.3925890899999995,3.14497805,10.2022686
Morocco,4.5,168,4.5,168,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MAR,EMR,Lower-middle,5.7383494399999995,2.2295758699999997,7.18068504
Mozambique,1.0,31,1.0,31,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MOZ,AFR,Low,9.052183150000001,2.57044268,8.15276432
Myanmar,0.1,3,0.1,3,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MMR,SEAR,Lower-middle,5.63,1.06,4.39
Nepal,11.1,326,10.4,306,93.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,NPL,SEAR,Lower-middle,5.42,1.8,6.49
Netherlands (Kingdom of the),71.6,1270,71.6,1270,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,NLD,EUR,High,11.29,7.88,16.86
Nigeria,0.1,28,0.1,12,42.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,NGA,AFR,Lower-middle,4.0762572299999995,0.54102808,4.055875299999999
North Macedonia,58.3,108,58.3,108,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MKD,EUR,Upper-middle,8.52,4.64,13.0
Norway,144.8,783,144.8,783,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,NOR,EUR,High,10.08,8.66,17.92
Oman,111.3,501,75.5,340,67.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,OMN,EMR,High,4.37028217,3.81048203,10.53943253
Pakistan,6.5,1560,6.3,1520,97.4,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,PAK,EMR,Lower-middle,2.9113156800000004,0.84496921,4.57438993
Peru,11.7,387,11.3,374,96.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,PER,AMR,Upper-middle,6.151731970000001,3.9896729,16.942422869999998
Philippines,11.7,1322,11.6,1315,99.5,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,PHL,WPR,Lower-middle,5.87,2.31,8.46
Poland,37.4,1422,37.2,1416,99.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,POL,EUR,High,6.44,4.64,10.53
Qatar,64.3,181,64.3,181,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,QAT,EMR,High,2.89366841,2.46038246,8.389737129999997
Republic of Korea,18.5,957,18.5,957,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,KOR,WPR,High,9.331455230000001,5.692255020000001,14.82539463
Republic of Moldova,35.7,108,35.7,108,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,MDA,EUR,Upper-middle,7.75,5.06,14.62
Russian Federation,7.5,1088,7.4,1080,99.3,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,RUS,EUR,Upper-middle,7.39,5.26,15.12
Saudi Arabia,12.9,404,12.9,404,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,SAU,EMR,High,5.968369009999999,4.594673160000001,14.40493202
Singapore,102.6,569,98.8,548,96.3,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,SGP,WPR,High,5.565251829999999,3.50580597,20.812007899999998
South Africa,112.0,6887,110.8,6814,98.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,ZAF,AFR,Upper-middle,8.27309132,4.99565506,15.28983974
Sri Lanka,14.1,320,12.2,278,86.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,LKA,SEAR,Lower-middle,4.07,1.89,9.49
Sudan,0.5,24,0.5,22,91.7,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,SDN,EMR,Low,2.8363385200000004,0.7671915300000001,7.861412049999998
Sweden,192.0,2000,191.7,1997,99.9,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,SWE,EUR,High,11.25,9.66,19.55
Switzerland,157.6,1372,151.5,1319,96.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,CHE,EUR,High,11.801079750000001,4.27358341,11.719085690000002
Thailand,18.8,1350,15.8,1135,84.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,THA,SEAR,Upper-middle,5.1603875200000004,3.6309559300000003,13.46591473
Timor-Leste,18.5,25,18.5,25,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,TLS,SEAR,Lower-middle,11.43839264,7.256893159999997,6.970731259999999
Trinidad and Tobago,16.1,24,16.1,24,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,TTO,AMR,High,7.0194725999999985,3.3227786999999998,11.072915079999998
Tunisia,22.6,272,20.4,246,90.4,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,TUN,EMR,Lower-middle,6.972739220000001,4.12733793,12.39702702
T<U+00FC>rkiye,55.9,4844,50.9,4414,91.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,,,,,,
Uganda,0.3,14,0.3,14,100.0,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,UGA,AFR,Low,4.671967029999999,1.05270064,4.88157225
Ukraine,5.2,230,5.1,226,98.3,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,UKR,EUR,Lower-middle,8.01,4.09,10.15
United Arab Emirates,121.5,1189,118.2,1157,97.3,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,ARE,EMR,High,5.30695152,3.402116779999999,12.8867445
United Kingdom of Great Britain and Northern Ireland,103.6,7013,96.5,6527,93.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,GBR,EUR,High,12.36469936,10.34801674,22.364862440000003
United Republic of Tanzania,4.4,279,4.0,250,89.6,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,TZA,AFR,Lower-middle,3.3613648400000002,0.9136287599999999,5.135169979999999
Zambia,6.2,122,5.9,115,94.3,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,ZMB,AFR,Low,6.624164579999999,2.8165416700000003,9.254849429999998
"occupied Palestinian territory, including east Jerusalem",29.3,152,27.0,140,92.1,2021,Bloodstream,Klebsiella pneumoniae,Carbapenems,,,,,,
Afghanistan,0.9,36,0.9,34,94.4,2020,Urinary tract,Escherichia coli,3GCs,AFG,EMR,Low,15.533614160000003,1.18621242,4.24602795
Argentina,561.2,25362,382.1,17267,68.1,2020,Urinary tract,Escherichia coli,3GCs,ARG,AMR,Upper-middle,10.34701538,6.620487210000002,15.740811349999998
Australia,2916.5,75083,2594.0,66780,88.9,2020,Urinary tract,Escherichia coli,3GCs,AUS,WPR,High,10.683736800000002,7.871866229999999,17.056285859999996
Bahrain,1740.3,2581,1684.3,2498,96.8,2020,Urinary tract,Escherichia coli,3GCs,BHR,EMR,High,4.716848369999999,2.9697620899999997,8.674077030000001
Bangladesh,1.3,209,1.2,200,95.7,2020,Urinary tract,Escherichia coli,3GCs,BGD,SEAR,Lower-middle,2.2706394199999997,0.40977541000000006,3.07911539
Bhutan,1857.1,1430,1844.1,1420,99.3,2020,Urinary tract,Escherichia coli,3GCs,BTN,SEAR,Lower-middle,4.3627486200000005,3.40328145,10.29558849
Burkina Faso,26.6,572,19.6,421,73.6,2020,Urinary tract,Escherichia coli,3GCs,BFA,AFR,Low,6.50193262,2.8256712,11.646951680000003
C<U+00F4>te d<U+2019>Ivoire,5.8,169,5.0,146,86.4,2020,Urinary tract,Escherichia coli,3GCs,,,,,,
Djibouti,30.8,34,30.8,34,100.0,2020,Urinary tract,Escherichia coli,3GCs,DJI,EMR,Lower-middle,2.1504831299999996,1.0768225200000001,4.284003729999999
Egypt,0.0,2,0.0,0,0.0,2020,Urinary tract,Escherichia coli,3GCs,EGY,EMR,Lower-middle,4.15384626,1.3261709200000003,5.1611223200000005
Ethiopia,3.4,404,2.5,299,74.0,2020,Urinary tract,Escherichia coli,3GCs,ETH,AFR,Low,3.4809627499999998,0.98278511,6.79223251
Finland,23746.7,131310,7739.1,42794,32.6,2020,Urinary tract,Escherichia coli,3GCs,FIN,EUR,High,9.63,7.83,13.7
Germany,5696.1,476359,5165.2,431957,90.7,2020,Urinary tract,Escherichia coli,3GCs,DEU,EUR,High,12.69255257,9.963939669999998,19.766517639999996
India,10.1,14136,7.3,10279,72.7,2020,Urinary tract,Escherichia coli,3GCs,IND,SEAR,Lower-middle,3.34,1.21,3.69
Indonesia,3.8,1037,3.4,921,88.8,2020,Urinary tract,Escherichia coli,3GCs,IDN,SEAR,Lower-middle,3.42067289,1.8872557899999998,10.16993046
Iran (Islamic Republic of),36.4,3190,34.5,3028,94.9,2020,Urinary tract,Escherichia coli,3GCs,IRN,EMR,Lower-middle,5.40149546,2.7775445000000003,21.356725689999998
Iraq,30.7,1293,22.3,939,72.6,2020,Urinary tract,Escherichia coli,3GCs,IRQ,EMR,Upper-middle,6.17485046,2.78080106,6.1545309999999995
Japan,3116.7,393659,3017.5,381130,96.8,2020,Urinary tract,Escherichia coli,3GCs,JPN,WPR,High,11.0,9.34,20.96
Jordan,415.1,4510,381.8,4148,92.0,2020,Urinary tract,Escherichia coli,3GCs,JOR,EMR,Upper-middle,7.03820276,2.74805593,8.892486569999999
Kenya,2.6,137,1.6,84,61.3,2020,Urinary tract,Escherichia coli,3GCs,KEN,AFR,Lower-middle,4.47622252,2.2097239500000008,8.91169834
Kuwait,216.8,954,216.8,954,100.0,2020,Urinary tract,Escherichia coli,3GCs,KWT,EMR,High,6.347611429999999,5.670455930000001,8.524600979999999
Lao People's Democratic Republic,29.4,216,28.0,206,95.4,2020,Urinary tract,Escherichia coli,3GCs,LAO,WPR,Lower-middle,2.0596518499999994,0.7920737900000001,4.2616806
Lebanon,591.3,3372,376.3,2146,63.6,2020,Urinary tract,Escherichia coli,3GCs,LBN,EMR,Lower-middle,7.576508049999999,3.3664405299999998,17.217611310000002
Liberia,11.1,57,5.8,30,52.6,2020,Urinary tract,Escherichia coli,3GCs,LBR,AFR,Low,16.968326570000002,0.92961764,2.6484510899999996
Libya,13.9,98,12.8,90,91.8,2020,Urinary tract,Escherichia coli,3GCs,LBY,EMR,Upper-middle,,,
Malawi,25.6,501,25.6,501,100.0,2020,Urinary tract,Escherichia coli,3GCs,MWI,AFR,Low,7.0088768,1.5622458500000003,6.873320099999999
Malaysia,374.6,12695,353.4,11975,94.3,2020,Urinary tract,Escherichia coli,3GCs,MYS,WPR,Upper-middle,4.083954329999999,2.1767413600000003,8.68648052
Mali,13.7,298,11.9,258,86.6,2020,Urinary tract,Escherichia coli,3GCs,MLI,AFR,Low,3.4759788499999997,1.3905919799999997,5.37126255
Mauritius,2575.5,3305,2574.0,3303,99.9,2020,Urinary tract,Escherichia coli,3GCs,MUS,AFR,Upper-middle,6.48210192,3.3295488399999997,10.2022686
Morocco,0.6,22,0.6,22,100.0,2020,Urinary tract,Escherichia coli,3GCs,MAR,EMR,Lower-middle,5.83834505,2.46564341,7.2206831
Myanmar,17.5,928,15.3,811,87.4,2020,Urinary tract,Escherichia coli,3GCs,MMR,SEAR,Lower-middle,4.62,0.7,3.23
Nepal,178.2,5161,139.0,4027,78.0,2020,Urinary tract,Escherichia coli,3GCs,NPL,SEAR,Lower-middle,5.21,1.57,5.67
Norway,468.5,2520,468.5,2520,100.0,2020,Urinary tract,Escherichia coli,3GCs,NOR,EUR,High,11.42,9.82,17.05
Oman,572.5,2589,297.0,1343,51.9,2020,Urinary tract,Escherichia coli,3GCs,OMN,EMR,High,5.253320220000002,4.681920529999999,10.24410915
Pakistan,102.7,24142,25.9,6085,25.2,2020,Urinary tract,Escherichia coli,3GCs,PAK,EMR,Lower-middle,2.9527301800000005,1.0395474400000002,5.121827599999999
Peru,102.3,3360,88.8,2916,86.8,2020,Urinary tract,Escherichia coli,3GCs,PER,AMR,Upper-middle,6.2852115600000005,4.32614946,16.10490227
Philippines,27.2,3049,26.4,2962,97.1,2020,Urinary tract,Escherichia coli,3GCs,PHL,WPR,Lower-middle,5.16,2.33,9.0
Qatar,2241.2,6283,2241.2,6283,100.0,2020,Urinary tract,Escherichia coli,3GCs,QAT,EMR,High,3.8187220100000006,3.30993986,9.538887980000002
Republic of Korea,140.6,7293,140.6,7293,100.0,2020,Urinary tract,Escherichia coli,3GCs,KOR,WPR,High,8.3497715,4.995855810000001,13.101437570000002
Saudi Arabia,96.7,2996,96.5,2990,99.8,2020,Urinary tract,Escherichia coli,3GCs,SAU,EMR,High,6.64629889,5.2034235,13.31901741
Singapore,666.0,3743,664.9,3737,99.8,2020,Urinary tract,Escherichia coli,3GCs,SGP,WPR,High,5.71281767,3.42298889,13.85786724
Sri Lanka,63.1,1424,62.8,1418,99.6,2020,Urinary tract,Escherichia coli,3GCs,LKA,SEAR,Lower-middle,4.02,1.97,9.49
Sudan,3.4,158,2.9,138,87.3,2020,Urinary tract,Escherichia coli,3GCs,SDN,EMR,Low,3.01518917,1.03047943,9.58832169
Sweden,38578.1,399426,9563.9,99022,24.8,2020,Urinary tract,Escherichia coli,3GCs,SWE,EUR,High,11.33,9.77,18.76
Switzerland,15366.2,132773,13503.5,116678,87.9,2020,Urinary tract,Escherichia coli,3GCs,CHE,EUR,High,11.73206806,4.212947849999999,10.95618057
Syrian Arab Republic,9.4,197,7.3,153,77.7,2020,Urinary tract,Escherichia coli,3GCs,SYR,EMR,Low,,,
Thailand,116.2,8325,109.8,7866,94.5,2020,Urinary tract,Escherichia coli,3GCs,THA,SEAR,Upper-middle,4.35728741,3.0659668399999997,11.933213230000002
Timor-Leste,33.2,44,31.7,42,95.5,2020,Urinary tract,Escherichia coli,3GCs,TLS,SEAR,Lower-middle,9.96385956,5.5078587500000005,6.59020758
Tunisia,361.9,4334,227.7,2726,62.9,2020,Urinary tract,Escherichia coli,3GCs,TUN,EMR,Lower-middle,7.050249580000001,4.31009293,12.49465275
Uganda,8.1,362,8.0,357,98.6,2020,Urinary tract,Escherichia coli,3GCs,UGA,AFR,Low,4.30198574,0.94001567,4.395185470000001
United Arab Emirates,2409.3,22764,2128.4,20110,88.3,2020,Urinary tract,Escherichia coli,3GCs,ARE,EMR,High,5.824770450000001,3.5522999799999995,11.41091824
United Kingdom of Great Britain and Northern Ireland,8990.4,605518,3086.8,207900,34.3,2020,Urinary tract,Escherichia coli,3GCs,GBR,EUR,High,12.158634190000003,10.17722607,19.423175809999996
United Republic of Tanzania,5.6,343,5.4,327,95.3,2020,Urinary tract,Escherichia coli,3GCs,TZA,AFR,Lower-middle,2.93978429,0.82863826,4.940001490000001
Yemen,9.6,348,3.0,109,31.3,2020,Urinary tract,Escherichia coli,3GCs,YEM,EMR,Low,,,
Zambia,21.6,411,7.6,144,35.0,2020,Urinary tract,Escherichia coli,3GCs,ZMB,AFR,Low,6.31619787,3.59903836,10.560054779999998
"occupied Palestinian territory, including east Jerusalem",915.6,4642,911.7,4622,99.6,2020,Urinary tract,Escherichia coli,3GCs,,,,,,
Argentina,46.1,2087,45.1,2045,98.0,2021,Bloodstream,Escherichia coli,3GCs,ARG,AMR,Upper-middle,9.708806990000001,6.1366396,16.220844269999997
Australia,191.4,4969,189.2,4912,98.9,2021,Bloodstream,Escherichia coli,3GCs,AUS,WPR,High,10.543639180000003,8.01731968,19.3241291
Austria,596.6,5350,571.1,5121,95.7,2021,Bloodstream,Escherichia coli,3GCs,AUT,EUR,High,12.1,9.47,16.89
Bahrain,85.2,128,85.2,128,100.0,2021,Bloodstream,Escherichia coli,3GCs,BHR,EMR,High,4.268340589999999,2.813930750000001,8.685101509999999
Bangladesh,0.0,7,0.0,7,100.0,2021,Bloodstream,Escherichia coli,3GCs,BGD,SEAR,Lower-middle,2.36492991,0.39927667,3.07911539
Belgium,408.1,4722,378.5,4380,92.8,2021,Bloodstream,Escherichia coli,3GCs,BEL,EUR,High,11.04290771,8.56881809,15.46376991
Bosnia and Herzegovina,61.9,201,61.9,201,100.0,2021,Bloodstream,Escherichia coli,3GCs,BIH,EUR,Upper-middle,9.56,6.53,16.42
Brazil,0.7,137,0.6,129,94.2,2021,Bloodstream,Escherichia coli,3GCs,BRA,AMR,Upper-middle,9.89072323,4.504478929999999,10.94026566
Brunei Darussalam,385.2,174,365.3,165,94.8,2021,Bloodstream,Escherichia coli,3GCs,BRN,WPR,High,2.20486665,2.05610466,7.05689287
Burkina Faso,1.3,28,1.2,26,92.9,2021,Bloodstream,Escherichia coli,3GCs,BFA,AFR,Low,6.376911640000001,2.7304272700000003,9.83841515
Cameroon,0.4,12,0.4,10,83.3,2021,Bloodstream,Escherichia coli,3GCs,CMR,AFR,Lower-middle,3.82407379,0.48458477999999994,2.86053681
Colombia,169.0,8651,166.3,8511,98.4,2021,Bloodstream,Escherichia coli,3GCs,COL,AMR,Upper-middle,9.017724040000001,6.54606009,19.00617027
Croatia,185.5,728,185.0,726,99.7,2021,Bloodstream,Escherichia coli,3GCs,HRV,EUR,High,8.1,6.81,13.99
Cyprus,145.8,192,145.8,192,100.0,2021,Bloodstream,Escherichia coli,3GCs,CYP,EUR,High,9.43,7.99,18.37
Czechia,278.6,2934,278.4,2932,99.9,2021,Bloodstream,Escherichia coli,3GCs,CZE,EUR,High,9.4887867,8.17704678,17.58224487
Democratic Republic of the Congo,0.6,58,0.6,58,100.0,2021,Bloodstream,Escherichia coli,3GCs,COD,AFR,Low,3.7859260999999997,0.634673,4.34094429
Denmark,1617.6,9474,1229.5,7201,76.0,2021,Bloodstream,Escherichia coli,3GCs,DNK,EUR,High,10.82,9.22,18.15
Egypt,0.0,4,0.0,4,100.0,2021,Bloodstream,Escherichia coli,3GCs,EGY,EMR,Lower-middle,4.60955143,1.7367969799999998,6.799449439999999
Estonia,697.6,929,697.6,929,100.0,2021,Bloodstream,Escherichia coli,3GCs,EST,EUR,High,7.490572929999999,5.7050290100000005,13.756586069999997
Ethiopia,1.1,131,0.7,88,67.2,2021,Bloodstream,Escherichia coli,3GCs,ETH,AFR,Low,3.20824432,0.97918016,7.096745009999998
Finland,1184.1,6561,1179.6,6536,99.6,2021,Bloodstream,Escherichia coli,3GCs,FIN,EUR,High,10.25,8.41,15.07
France,261.9,17884,261.9,17884,100.0,2021,Bloodstream,Escherichia coli,3GCs,FRA,EUR,High,12.30787277,9.30704117,15.762247089999999
Georgia,22.4,85,22.2,84,98.8,2021,Bloodstream,Escherichia coli,3GCs,GEO,EUR,Upper-middle,8.42,4.49,14.23
Germany,346.3,28984,339.4,28406,98.0,2021,Bloodstream,Escherichia coli,3GCs,DEU,EUR,High,12.934129709999999,10.22433567,19.948818210000002
Ghana,4.6,150,3.8,123,82.0,2021,Bloodstream,Escherichia coli,3GCs,GHA,AFR,Lower-middle,4.151768679999999,2.2442500599999997,8.201509479999999
Greece,68.2,722,61.2,647,89.6,2021,Bloodstream,Escherichia coli,3GCs,GRC,EUR,High,9.17298794,5.431468959999999,9.413043980000001
India,5.3,7550,4.0,5727,75.9,2021,Bloodstream,Escherichia coli,3GCs,IND,SEAR,Lower-middle,3.28,1.12,3.69
Indonesia,2.5,689,2.0,551,80.0,2021,Bloodstream,Escherichia coli,3GCs,IDN,SEAR,Lower-middle,3.706362489999999,2.2020194500000003,12.11291027
Iran (Islamic Republic of),6.3,555,6.1,542,97.7,2021,Bloodstream,Escherichia coli,3GCs,IRN,EMR,Lower-middle,5.77013779,3.18725681,26.105491640000004
Iraq,4.7,202,3.1,132,65.3,2021,Bloodstream,Escherichia coli,3GCs,IRQ,EMR,Upper-middle,5.247275830000001,2.5890970200000005,6.98586559
Ireland,576.3,2898,452.0,2273,78.4,2021,Bloodstream,Escherichia coli,3GCs,IRL,EUR,High,6.716626640000001,5.19847488,20.96095657
Italy,347.4,20752,347.4,20752,100.0,2021,Bloodstream,Escherichia coli,3GCs,ITA,EUR,High,9.38,7.08,12.36
Japan,708.0,88982,692.8,87070,97.9,2021,Bloodstream,Escherichia coli,3GCs,JPN,WPR,High,10.82,9.17,21.45
Jordan,35.5,393,7.7,85,21.6,2021,Bloodstream,Escherichia coli,3GCs,JOR,EMR,Upper-middle,7.28875065,2.5933196499999998,7.90704393
Kenya,0.9,47,0.8,45,95.7,2021,Bloodstream,Escherichia coli,3GCs,KEN,AFR,Lower-middle,4.54763126,2.21621132,9.28804493
Kosovo,5.7,10,5.7,10,100.0,2021,Bloodstream,Escherichia coli,3GCs,,,,,,
Kuwait,31.6,138,30.5,133,96.4,2021,Bloodstream,Escherichia coli,3GCs,KWT,EMR,High,5.78120756,5.18634224,9.917476650000001
Lao People's Democratic Republic,18.0,134,18.0,134,100.0,2021,Bloodstream,Escherichia coli,3GCs,LAO,WPR,Lower-middle,2.7439200899999996,0.7192458499999999,4.4057536100000005
Latvia,299.1,564,252.4,476,84.4,2021,Bloodstream,Escherichia coli,3GCs,LVA,EUR,High,9.04,6.27,14.19
Lebanon,16.3,93,14.3,82,88.2,2021,Bloodstream,Escherichia coli,3GCs,LBN,EMR,Lower-middle,10.06154442,2.90336895,16.701183320000002
Liberia,4.6,24,4.0,21,87.5,2021,Bloodstream,Escherichia coli,3GCs,LBR,AFR,Low,16.6163311,1.08574104,3.65630078
Lithuania,410.5,1147,406.2,1135,99.0,2021,Bloodstream,Escherichia coli,3GCs,LTU,EUR,High,7.82,5.26,14.01
Luxembourg,552.9,354,552.9,354,100.0,2021,Bloodstream,Escherichia coli,3GCs,LUX,EUR,High,5.67,4.93,11.48
Malawi,0.9,19,0.5,11,57.9,2021,Bloodstream,Escherichia coli,3GCs,MWI,AFR,Low,7.411944869999999,1.36272597,5.756381029999998
Malaysia,168.7,5783,162.6,5576,96.4,2021,Bloodstream,Escherichia coli,3GCs,MYS,WPR,Upper-middle,4.38380671,2.46428084,10.10703659
Mali,3.1,69,3.1,69,100.0,2021,Bloodstream,Escherichia coli,3GCs,MLI,AFR,Low,4.473414419999999,1.3121112599999998,4.96152639
